Frame,Count
0,18.0
1,18.0
2,18.0
3,18.0
4,18.0
5,18.0
6,18.0
7,18.0
8,18.0
9,18.0
10,18.0
11,18.0
12,18.0
13,18.0
14,18.0
15,18.0
16,18.0
17,18.0
18,18.0
19,18.0
20,18.0
21,18.0
22,18.0
23,18.0
24,18.0
25,18.0
26,18.0
27,18.0
28,18.0
29,18.0
30,18.0
31,18.0
32,18.0
33,18.0
34,18.0
35,18.0
36,18.0
37,18.0
38,18.0
39,18.0
40,18.0
41,18.0
42,18.0
43,18.0
44,18.0
45,18.0
46,18.0
47,18.0
48,18.0
49,18.0
50,18.0
51,18.0
52,18.0
53,18.0
54,18.0
55,18.0
56,18.0
57,18.0
58,18.0
59,18.0
60,18.0
61,18.0
62,18.0
63,18.0
64,18.0
65,18.0
66,18.0
67,18.0
68,18.0
69,18.0
70,18.0
71,18.0
72,18.0
73,18.0
74,18.0
75,18.0
76,18.0
77,18.0
78,18.0
79,18.0
80,18.0
81,18.0
82,18.0
83,18.0
84,18.0
85,18.0
86,18.0
87,18.0
88,18.0
89,18.0
90,18.0
91,18.0
92,18.0
93,18.0
94,18.0
95,18.0
96,18.0
97,18.0
98,18.0
99,18.0
100,18.0
101,18.0
102,19.0
103,19.0
104,19.0
105,19.0
106,19.0
107,19.0
108,19.0
109,19.0
110,19.0
111,19.0
112,19.0
113,19.0
114,19.0
115,19.0
116,19.0
117,19.0
118,19.0
119,19.0
120,19.0
121,19.0
122,19.0
123,19.0
124,19.0
125,19.0
126,19.0
127,19.0
128,19.0
129,19.0
130,19.0
131,19.0
132,19.0
133,19.0
134,19.0
135,19.0
136,19.0
137,19.0
138,19.0
139,19.0
140,19.0
141,19.0
142,19.0
143,19.0
144,19.0
145,19.0
146,19.0
147,19.0
148,19.0
149,19.0
150,19.0
151,19.0
152,19.0
153,19.0
154,19.0
155,19.0
156,19.0
157,19.0
158,19.0
159,19.0
160,19.0
161,19.0
162,19.0
163,19.0
164,19.0
165,19.0
166,19.0
167,19.0
168,19.0
169,19.0
170,19.0
171,19.0
172,19.0
173,19.0
174,19.0
175,19.0
176,19.0
177,19.0
178,19.0
179,19.0
180,19.0
181,19.0
182,19.0
183,19.0
184,19.0
185,19.0
186,19.0
187,19.0
188,19.0
189,19.0
190,19.0
191,19.0
192,19.0
193,19.0
194,19.0
195,19.0
196,19.0
197,19.0
198,19.0
199,19.0
200,19.0
201,19.0
202,19.0
203,19.0
204,19.0
205,19.0
206,19.0
207,19.0
208,19.0
209,19.0
210,19.0
211,19.0
212,19.0
213,19.0
214,19.0
215,19.0
216,19.0
217,19.0
218,19.0
219,19.0
220,19.0
221,19.0
222,19.0
223,19.0
224,19.0
225,19.0
226,19.0
227,19.0
228,19.0
229,19.0
230,19.0
231,19.0
232,19.0
233,19.0
234,19.0
235,19.0
236,19.0
237,19.0
238,19.0
239,19.0
240,19.0
241,19.0
242,19.0
243,19.0
244,19.0
245,19.0
246,19.0
247,19.0
248,19.0
249,19.0
250,19.0
251,19.0
252,19.0
253,19.0
254,19.0
255,19.0
256,19.0
257,19.0
258,19.0
259,19.0
260,19.0
261,19.0
262,19.0
263,19.0
264,19.0
265,19.0
266,19.0
267,19.0
268,19.0
269,19.0
270,19.0
271,19.0
272,19.0
273,19.0
274,19.0
275,19.0
276,19.0
277,19.0
278,19.0
279,19.0
280,19.0
281,19.0
282,19.0
283,19.0
284,19.0
285,19.0
286,19.0
287,19.0
288,19.0
289,19.0
290,19.0
291,19.0
292,19.0
293,19.0
294,19.0
295,19.0
296,19.0
297,19.0
298,19.0
299,19.0
300,19.0
301,19.0
302,19.0
303,19.0
304,19.0
305,19.0
306,19.0
307,19.0
308,19.0
309,19.0
310,19.0
311,19.0
312,19.0
313,19.0
314,19.0
315,19.0
316,19.0
317,19.0
318,19.0
319,19.0
320,19.0
321,19.0
322,19.0
323,19.0
324,19.0
325,19.0
326,19.0
327,19.0
328,19.0
329,19.0
330,19.0
331,19.0
332,19.0
333,19.0
334,19.0
335,19.0
336,19.0
337,19.0
338,19.0
339,19.0
340,19.0
341,19.0
342,19.0
343,19.0
344,19.0
345,19.0
346,19.0
347,19.0
348,19.0
349,19.0
350,19.0
351,19.0
352,19.0
353,19.0
354,19.0
355,19.0
356,19.0
357,19.0
358,19.0
359,19.0
360,19.0
361,19.0
362,19.0
363,19.0
364,19.0
365,19.0
366,19.0
367,19.0
368,19.0
369,19.0
370,19.0
371,19.0
372,19.0
373,19.0
374,19.0
375,19.0
376,19.0
377,19.0
378,19.0
379,19.0
380,19.0
381,19.0
382,19.0
383,19.0
384,19.0
385,19.0
386,19.0
387,19.0
388,19.0
389,19.0
390,19.0
391,19.0
392,19.0
393,19.0
394,19.0
395,19.0
396,19.0
397,19.0
398,19.0
399,19.0
400,19.0
401,19.0
402,19.0
403,19.0
404,19.0
405,19.0
406,19.0
407,19.0
408,19.0
409,19.0
410,19.0
411,19.0
412,19.0
413,19.0
414,19.0
415,19.0
416,19.0
417,19.0
418,19.0
419,19.0
420,19.0
421,19.0
422,19.0
423,19.0
424,19.0
425,19.0
426,19.0
427,19.0
428,19.0
429,19.0
430,19.0
431,19.0
432,19.0
433,19.0
434,19.0
435,19.0
436,19.0
437,19.0
438,19.0
439,19.0
440,19.0
441,19.0
442,19.0
443,19.0
444,19.0
445,19.0
446,19.0
447,19.0
448,19.0
449,19.0
450,19.0
451,19.0
452,19.0
453,19.0
454,19.0
455,19.0
456,19.0
457,19.0
458,19.0
459,19.0
460,19.0
461,19.0
462,19.0
463,19.0
464,19.0
465,19.0
466,19.0
467,19.0
468,19.0
469,19.0
470,19.0
471,19.0
472,19.0
473,19.0
